area,city,country,gps_lat,gps_long,lat,long,state,state_flag
Monterey County,Carmel-by-the-Sea,US,34.4,-123.66,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,29.3,-123.18,34.63915,-120.45794,California,California
Mulege,Bahia Asuncion,MX,24.33,-123.85,27.14231,-114.29582,Baja California Sur,None
Ensenada,Luis Rodriguez (El Vergel),MX,26.53,-123.47,30.40722,-115.88722,Baja California,None
Clallam County,Port Angeles,US,48.0,-123.62,48.11815,-123.43074,Washington,Washington
,Whistler,CA,50.19,-123.45,50.1164,-122.96946,British Columbia,None
Santa Barbara County,Lompoc,US,32.68,-123.27,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,29.13,-123.51,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.16,-123.23,30.40722,-115.88722,Baja California,None
Josephine County,Cave Junction,US,42.51,-123.84,42.16289,-123.64812,Oregon,Oregon
Lane County,Eugene,US,44.02,-123.2,44.05207,-123.08675,Oregon,Oregon
Thurston County,Rochester,US,46.77,-123.29,46.82177,-123.09625,Washington,Washington
Clatsop County,Astoria,US,46.15,-123.79,46.18788,-123.83125,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,24.96,-123.27,30.40722,-115.88722,Baja California,None
Grays Harbor County,Montesano,US,47.04,-123.52,46.98121,-123.60266,Washington,Washington
Ensenada,Luis Rodriguez (El Vergel),MX,24.66,-123.97,30.40722,-115.88722,Baja California,None
San Mateo County,Moss Beach,US,36.93,-123.49,37.52744,-122.51331,California,California
,West Vancouver,CA,49.55,-123.02,49.36672,-123.16652,British Columbia,None
Santa Barbara County,Lompoc,US,30.94,-123.41,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.22,-123.96,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,30.18,-123.47,34.63915,-120.45794,California,California
,North Saanich,CA,48.94,-123.41,48.66634,-123.41933,British Columbia,None
Washington County,Banks,US,45.63,-123.29,45.61872,-123.11428,Oregon,Oregon
Marin County,Inverness,US,37.97,-123.13,38.10103,-122.85694,California,California
Sonoma County,Sea Ranch,US,38.43,-123.81,38.71519,-123.45445,California,California
Santa Barbara County,Lompoc,US,28.75,-123.94,34.63915,-120.45794,California,California
Douglas County,Drain,US,43.57,-123.43,43.65873,-123.3187,Oregon,Oregon
Clallam County,Port Angeles East,US,47.75,-123.41,48.10667,-123.37172,Washington,Washington
San Mateo County,Moss Beach,US,36.64,-124.0,37.52744,-122.51331,California,California
Lane County,Florence,US,44.02,-123.8,43.98262,-124.09984,Oregon,Oregon
Sonoma County,Sea Ranch,US,38.2,-123.81,38.71519,-123.45445,California,California
Clallam County,Sequim,US,48.24,-123.13,48.07954,-123.10184,Washington,Washington
Santa Barbara County,Vandenberg Air Force Base,US,32.99,-123.91,34.7483,-120.51817,California,California
Mendocino County,Fort Bragg,US,39.3,-124.0,39.44572,-123.80529,California,California
Josephine County,Merlin,US,42.68,-123.5,42.51734,-123.41979,Oregon,Oregon
Siskiyou County,Happy Camp,US,41.4,-123.25,41.79275,-123.3808,California,California
Los Angeles County,Avalon,US,26.78,-123.56,33.34281,-118.32785,California,California
Lane County,Eugene,US,43.99,-123.16,44.05207,-123.08675,Oregon,Oregon
Lincoln County,Waldport,US,44.44,-123.9,44.42679,-124.06873,Oregon,Oregon
Monterey County,Carmel-by-the-Sea,US,34.53,-123.68,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,29.78,-123.63,34.63915,-120.45794,California,California
Humboldt County,Blue Lake,US,41.03,-123.93,40.88291,-123.98395,California,California
Douglas County,Sutherlin,US,43.46,-123.42,43.39012,-123.31258,Oregon,Oregon
Humboldt County,Willow Creek,US,40.9,-123.53,40.93958,-123.63144,California,California
Kitsap County,Seabeck,US,47.77,-123.1,47.63954,-122.82849,Washington,Washington
,Whistler,CA,50.74,-123.54,50.1164,-122.96946,British Columbia,None
Monterey County,Del Monte Forest,US,35.8,-123.61,36.58635,-121.94746,California,California
Santa Cruz County,Bonny Doon,US,36.52,-123.1,37.04162,-122.15052,California,California
Sunshine Coast Regional District,Gibsons,CA,49.23,-123.51,49.39539,-123.50555,British Columbia,None
,Lake Cowichan,CA,48.65,-123.93,48.82495,-124.05461,British Columbia,None
Mendocino County,Fort Bragg,US,39.47,-123.96,39.44572,-123.80529,California,California
Santa Barbara County,Lompoc,US,29.08,-123.13,34.63915,-120.45794,California,California
Josephine County,Merlin,US,42.64,-123.59,42.51734,-123.41979,Oregon,Oregon
Sonoma County,Sea Ranch,US,38.64,-123.51,38.71519,-123.45445,California,California
Clallam County,Port Angeles East,US,47.69,-123.43,48.10667,-123.37172,Washington,Washington
Humboldt County,Westhaven-Moonstone,US,41.27,-123.98,41.04489,-124.10239,California,California
Clallam County,Port Angeles,US,48.01,-123.49,48.11815,-123.43074,Washington,Washington
Douglas County,Glide,US,43.38,-123.0,43.30151,-123.10118,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.61,-123.6,30.40722,-115.88722,Baja California,None
Mendocino County,Fort Bragg,US,39.04,-123.92,39.44572,-123.80529,California,California
Santa Barbara County,Lompoc,US,30.89,-123.97,34.63915,-120.45794,California,California
Lane County,Veneta,US,44.2,-123.4,44.04873,-123.35093,Oregon,Oregon
,Pemberton,CA,50.7,-123.13,50.31641,-122.80273,British Columbia,None
Douglas County,Drain,US,43.69,-123.58,43.65873,-123.3187,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.26,-123.0,30.40722,-115.88722,Baja California,None
Wahkiakum County,Cathlamet,US,46.21,-123.51,46.20317,-123.38318,Washington,Washington
Mendocino County,Laytonville,US,39.93,-123.51,39.68821,-123.48279,California,California
Powell River Regional District,Powell River,CA,50.28,-123.94,49.87022,-124.54926,British Columbia,None
Santa Barbara County,Lompoc,US,27.47,-123.66,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.28,-123.88,30.40722,-115.88722,Baja California,None
Clallam County,Port Angeles East,US,47.65,-123.49,48.10667,-123.37172,Washington,Washington
,Sooke,CA,48.26,-123.74,48.37463,-123.72762,British Columbia,None
Mendocino County,Fort Bragg,US,39.38,-123.81,39.44572,-123.80529,California,California
Los Angeles County,Avalon,US,27.0,-123.44,33.34281,-118.32785,California,California
Santa Barbara County,Lompoc,US,27.89,-123.25,34.63915,-120.45794,California,California
San Mateo County,Moss Beach,US,37.02,-123.65,37.52744,-122.51331,California,California
Mulege,Bahia Asuncion,MX,24.2,-123.99,27.14231,-114.29582,Baja California Sur,None
Whatcom County,Point Roberts,US,48.93,-123.19,48.98538,-123.07797,Washington,Washington
Josephine County,Merlin,US,42.71,-123.46,42.51734,-123.41979,Oregon,Oregon
Tillamook County,Pacific City,US,45.19,-123.97,45.20233,-123.96289,Oregon,Oregon
Humboldt County,Redway,US,40.15,-123.61,40.12014,-123.82336,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.57,-123.2,30.40722,-115.88722,Baja California,None
Cowichan Valley Regional District,Ladysmith,CA,49.07,-123.79,48.99016,-123.81699,British Columbia,None
Washington County,Banks,US,45.67,-123.13,45.61872,-123.11428,Oregon,Oregon
Los Angeles County,Avalon,US,26.4,-123.85,33.34281,-118.32785,California,California
,North Cowichan,CA,48.9,-123.71,48.84133,-123.68596,British Columbia,None
Ensenada,Luis Rodriguez (El Vergel),MX,26.45,-123.31,30.40722,-115.88722,Baja California,None
Marin County,Bolinas,US,37.29,-123.56,37.90937,-122.68637,California,California
San Luis Obispo County,Cambria,US,33.84,-123.92,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,28.32,-123.06,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.24,-123.52,30.40722,-115.88722,Baja California,None
Grays Harbor County,Aberdeen,US,47.37,-123.81,46.97537,-123.81572,Washington,Washington
Grays Harbor County,McCleary,US,47.31,-123.43,47.05315,-123.26543,Washington,Washington
Lincoln County,Toledo,US,44.66,-123.88,44.62151,-123.93845,Oregon,Oregon
Santa Barbara County,Lompoc,US,29.8,-123.09,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,28.59,-123.51,34.63915,-120.45794,California,California
Josephine County,New Hope,US,42.31,-123.41,42.36234,-123.36784,Oregon,Oregon
Santa Barbara County,Lompoc,US,28.96,-123.96,34.63915,-120.45794,California,California
Lane County,Creswell,US,43.88,-123.06,43.9179,-123.02453,Oregon,Oregon
Sonoma County,Sea Ranch,US,38.46,-123.6,38.71519,-123.45445,California,California
Santa Barbara County,Lompoc,US,28.22,-123.61,34.63915,-120.45794,California,California
Marion County,Salem,US,44.96,-123.06,44.9429,-123.0351,Oregon,Oregon
Monterey County,Carmel-by-the-Sea,US,35.12,-123.58,36.55524,-121.92329,California,California
Yamhill County,Carlton,US,45.28,-123.17,45.29428,-123.17649,Oregon,Oregon
Santa Barbara County,Lompoc,US,30.87,-123.32,34.63915,-120.45794,California,California
,Whistler,CA,50.19,-123.24,50.1164,-122.96946,British Columbia,None
Santa Barbara County,Lompoc,US,30.68,-123.16,34.63915,-120.45794,California,California
,Burnaby,CA,49.21,-123.02,49.26636,-122.95263,British Columbia,None
San Mateo County,Moss Beach,US,37.22,-123.66,37.52744,-122.51331,California,California
Santa Barbara County,Lompoc,US,33.08,-123.41,34.63915,-120.45794,California,California
Grays Harbor County,Elma,US,47.44,-123.52,47.00343,-123.40877,Washington,Washington
Santa Barbara County,Lompoc,US,30.33,-123.2,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,27.39,-123.62,34.63915,-120.45794,California,California
Douglas County,Reedsport,US,43.73,-123.83,43.70234,-124.09678,Oregon,Oregon
Monterey County,Del Monte Forest,US,35.92,-123.92,36.58635,-121.94746,California,California
Sunshine Coast Regional District,Sechelt,CA,50.05,-123.65,49.47512,-123.75903,British Columbia,None
Douglas County,Myrtle Creek,US,43.05,-123.29,43.02012,-123.29312,Oregon,Oregon
Santa Barbara County,Lompoc,US,27.99,-123.25,34.63915,-120.45794,California,California
Lake County,Upper Lake,US,39.19,-123.01,39.16461,-122.91055,California,California
Santa Barbara County,Lompoc,US,31.33,-123.66,34.63915,-120.45794,California,California
San Juan County,Friday Harbor,US,48.58,-123.09,48.53427,-123.01712,Washington,Washington
Mulege,Bahia Asuncion,MX,24.03,-123.65,27.14231,-114.29582,Baja California Sur,None
Santa Barbara County,Lompoc,US,29.8,-123.78,34.63915,-120.45794,California,California
San Mateo County,Moss Beach,US,37.4,-123.05,37.52744,-122.51331,California,California
Los Angeles County,Avalon,US,26.25,-123.99,33.34281,-118.32785,California,California
Santa Barbara County,Lompoc,US,27.38,-123.81,34.63915,-120.45794,California,California
Josephine County,Cave Junction,US,41.92,-123.72,42.16289,-123.64812,Oregon,Oregon
Santa Barbara County,Lompoc,US,29.31,-123.45,34.63915,-120.45794,California,California
Humboldt County,Westhaven-Moonstone,US,41.16,-123.85,41.04489,-124.10239,California,California
Sunshine Coast Regional District,Sechelt,CA,49.49,-123.69,49.47512,-123.75903,British Columbia,None
Santa Barbara County,Lompoc,US,29.71,-123.51,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.29,-123.55,30.40722,-115.88722,Baja California,None
Siskiyou County,Happy Camp,US,41.91,-123.52,41.79275,-123.3808,California,California
Los Angeles County,Avalon,US,27.39,-123.39,33.34281,-118.32785,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.09,-123.67,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,32.6,-123.36,34.63915,-120.45794,California,California
Santa Barbara County,Vandenberg Air Force Base,US,33.19,-123.53,34.7483,-120.51817,California,California
San Luis Obispo County,Cambria,US,34.05,-123.6,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,31.21,-123.6,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,34.66,-123.25,36.55524,-121.92329,California,California
Sonoma County,Sea Ranch,US,38.26,-123.56,38.71519,-123.45445,California,California
Humboldt County,Westhaven-Moonstone,US,41.23,-123.87,41.04489,-124.10239,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.83,-123.06,30.40722,-115.88722,Baja California,None
Humboldt County,Redway,US,40.12,-123.61,40.12014,-123.82336,California,California
Santa Barbara County,Lompoc,US,29.13,-123.33,34.63915,-120.45794,California,California
Benton County,Corvallis,US,44.52,-123.28,44.56457,-123.26204,Oregon,Oregon
Mendocino County,Boonville,US,38.99,-123.7,39.00907,-123.36612,California,California
Yamhill County,Willamina,US,45.21,-123.54,45.07873,-123.48594,Oregon,Oregon
Pacific County,South Bend,US,46.61,-123.75,46.66315,-123.80461,Washington,Washington
,Whistler,CA,49.95,-123.47,50.1164,-122.96946,British Columbia,None
San Mateo County,Moss Beach,US,36.44,-123.91,37.52744,-122.51331,California,California
Mason County,Shelton,US,47.45,-123.26,47.21509,-123.10071,Washington,Washington
Humboldt County,Westhaven-Moonstone,US,41.27,-123.94,41.04489,-124.10239,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,24.91,-123.17,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,28.3,-123.86,34.63915,-120.45794,California,California
Pacific County,South Bend,US,46.58,-123.82,46.66315,-123.80461,Washington,Washington
Benton County,Philomath,US,44.42,-123.45,44.54012,-123.3676,Oregon,Oregon
Santa Barbara County,Lompoc,US,28.37,-123.1,34.63915,-120.45794,California,California
,Sooke,CA,48.43,-123.93,48.37463,-123.72762,British Columbia,None
Mulege,Bahia Asuncion,MX,24.28,-123.11,27.14231,-114.29582,Baja California Sur,None
Santa Barbara County,Lompoc,US,28.18,-123.73,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.53,-123.13,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,30.07,-123.14,34.63915,-120.45794,California,California
Mendocino County,Redwood Valley,US,39.53,-123.01,39.26544,-123.20445,California,California
,Oak Bay,CA,48.53,-123.28,48.44964,-123.3026,British Columbia,None
San Mateo County,Moss Beach,US,37.0,-123.76,37.52744,-122.51331,California,California
Tillamook County,Bay City,US,45.63,-123.72,45.5226,-123.8893,Oregon,Oregon
Santa Barbara County,Lompoc,US,30.34,-123.42,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.69,-123.07,30.40722,-115.88722,Baja California,None
Marin County,Bolinas,US,37.6,-123.15,37.90937,-122.68637,California,California
Los Angeles County,Avalon,US,26.48,-123.78,33.34281,-118.32785,California,California
Benton County,Philomath,US,44.37,-123.64,44.54012,-123.3676,Oregon,Oregon
Pacific County,Raymond,US,46.58,-123.41,46.68649,-123.73294,Washington,Washington
Mendocino County,Boonville,US,39.16,-123.4,39.00907,-123.36612,California,California
San Luis Obispo County,Cambria,US,33.76,-123.65,35.56414,-121.08075,California,California
Columbia County,Vernonia,US,45.97,-123.3,45.85872,-123.19289,Oregon,Oregon
Trinity County,Hayfork,US,40.89,-123.28,40.55431,-123.18308,California,California
Mulege,Bahia Asuncion,MX,24.75,-123.02,27.14231,-114.29582,Baja California Sur,None
Monterey County,Carmel-by-the-Sea,US,35.19,-123.67,36.55524,-121.92329,California,California
Sonoma County,Bodega Bay,US,38.41,-123.28,38.33325,-123.04806,California,California
Marin County,Inverness,US,37.77,-123.13,38.10103,-122.85694,California,California
Santa Barbara County,Lompoc,US,27.61,-123.49,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,29.72,-123.71,34.63915,-120.45794,California,California
Humboldt County,Willow Creek,US,41.36,-123.69,40.93958,-123.63144,California,California
San Luis Obispo County,Cambria,US,33.43,-123.31,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,31.23,-123.67,34.63915,-120.45794,California,California
Yamhill County,Willamina,US,45.16,-123.54,45.07873,-123.48594,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.38,-123.25,30.40722,-115.88722,Baja California,None
Monterey County,Del Monte Forest,US,35.35,-123.89,36.58635,-121.94746,California,California
Mendocino County,Covelo,US,39.97,-123.13,39.79327,-123.24922,California,California
Monterey County,Carmel-by-the-Sea,US,34.36,-123.54,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,30.06,-123.82,34.63915,-120.45794,California,California
Clatsop County,Seaside,US,45.95,-123.92,45.99316,-123.92264,Oregon,Oregon
,Whistler,CA,50.65,-123.78,50.1164,-122.96946,British Columbia,None
Grays Harbor County,Westport,US,46.93,-124.0,46.89009,-124.10406,Washington,Washington
Santa Barbara County,Lompoc,US,26.52,-123.99,34.63915,-120.45794,California,California
Siskiyou County,Happy Camp,US,41.89,-123.54,41.79275,-123.3808,California,California
Trinity County,Hayfork,US,40.19,-123.02,40.55431,-123.18308,California,California
Santa Barbara County,Lompoc,US,26.44,-124.0,34.63915,-120.45794,California,California
,Sooke,CA,48.46,-123.93,48.37463,-123.72762,British Columbia,None
Tillamook County,Bay City,US,45.67,-123.64,45.5226,-123.8893,Oregon,Oregon
Cowichan Valley Regional District,Ladysmith,CA,49.2,-123.68,48.99016,-123.81699,British Columbia,None
Mendocino County,Covelo,US,39.91,-123.14,39.79327,-123.24922,California,California
Monterey County,Carmel-by-the-Sea,US,34.52,-123.52,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,31.95,-123.45,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.28,-123.09,30.40722,-115.88722,Baja California,None
Lane County,Veneta,US,43.97,-123.66,44.04873,-123.35093,Oregon,Oregon
Santa Barbara County,Lompoc,US,29.77,-123.95,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,35.12,-123.53,36.55524,-121.92329,California,California
Mendocino County,Covelo,US,40.02,-123.14,39.79327,-123.24922,California,California
Santa Barbara County,Lompoc,US,28.0,-123.18,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,31.96,-123.0,34.63915,-120.45794,California,California
,Nanaimo,CA,49.21,-123.83,49.16638,-123.94003,British Columbia,None
Santa Barbara County,Lompoc,US,32.18,-123.56,34.63915,-120.45794,California,California
Marin County,Bolinas,US,37.64,-123.01,37.90937,-122.68637,California,California
Santa Barbara County,Lompoc,US,31.77,-123.77,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.42,-123.39,30.40722,-115.88722,Baja California,None
Monterey County,Del Monte Forest,US,35.63,-123.9,36.58635,-121.94746,California,California
Sunshine Coast Regional District,Sechelt,CA,49.95,-123.81,49.47512,-123.75903,British Columbia,None
Santa Barbara County,Lompoc,US,29.64,-123.89,34.63915,-120.45794,California,California
,Pemberton,CA,50.94,-123.03,50.31641,-122.80273,British Columbia,None
Santa Barbara County,Lompoc,US,31.4,-123.13,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,28.2,-123.09,34.63915,-120.45794,California,California
Lincoln County,Siletz,US,44.66,-123.7,44.72178,-123.92011,Oregon,Oregon
,Sooke,CA,48.48,-123.64,48.37463,-123.72762,British Columbia,None
Mendocino County,Willits,US,39.5,-123.14,39.40961,-123.35557,California,California
Monterey County,Carmel-by-the-Sea,US,35.34,-123.03,36.55524,-121.92329,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.54,-123.73,30.40722,-115.88722,Baja California,None
,Sooke,CA,48.04,-123.84,48.37463,-123.72762,British Columbia,None
Humboldt County,Redway,US,39.9,-123.79,40.12014,-123.82336,California,California
Santa Barbara County,Lompoc,US,30.7,-123.91,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.4,-123.06,30.40722,-115.88722,Baja California,None
Monterey County,Carmel-by-the-Sea,US,34.37,-123.57,36.55524,-121.92329,California,California
Jackson County,Rogue River,US,42.51,-123.21,42.43595,-123.172,Oregon,Oregon
Tillamook County,Tillamook,US,45.47,-123.84,45.4564,-123.84553,Oregon,Oregon
Monterey County,Del Monte Forest,US,35.75,-123.73,36.58635,-121.94746,California,California
Santa Barbara County,Lompoc,US,30.56,-123.24,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,28.77,-123.1,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.12,-123.58,30.40722,-115.88722,Baja California,None
San Mateo County,Moss Beach,US,36.75,-123.62,37.52744,-122.51331,California,California
Sunshine Coast Regional District,Sechelt,CA,49.98,-123.94,49.47512,-123.75903,British Columbia,None
Santa Barbara County,Lompoc,US,32.66,-123.22,34.63915,-120.45794,California,California
Mason County,Shelton,US,47.54,-123.3,47.21509,-123.10071,Washington,Washington
Grays Harbor County,Elma,US,47.3,-123.46,47.00343,-123.40877,Washington,Washington
Santa Barbara County,Lompoc,US,32.74,-123.91,34.63915,-120.45794,California,California
Josephine County,Williams,US,42.24,-123.36,42.21873,-123.27394,Oregon,Oregon
Yamhill County,Yamhill,US,45.44,-123.32,45.3415,-123.18733,Oregon,Oregon
Santa Barbara County,Lompoc,US,32.97,-123.53,34.63915,-120.45794,California,California
Humboldt County,Redway,US,39.83,-123.99,40.12014,-123.82336,California,California
,North Saanich,CA,48.59,-123.53,48.66634,-123.41933,British Columbia,None
Sonoma County,Sea Ranch,US,38.23,-123.59,38.71519,-123.45445,California,California
Santa Barbara County,Lompoc,US,29.05,-123.15,34.63915,-120.45794,California,California
,Whistler,CA,49.93,-123.13,50.1164,-122.96946,British Columbia,None
Humboldt County,Hydesville,US,40.61,-123.78,40.54763,-124.09727,California,California
Santa Barbara County,Lompoc,US,32.48,-123.28,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.2,-123.91,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,27.45,-123.56,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.5,-123.38,35.56414,-121.08075,California,California
Humboldt County,Willow Creek,US,40.9,-123.59,40.93958,-123.63144,California,California
Mendocino County,Fort Bragg,US,39.42,-123.84,39.44572,-123.80529,California,California
Santa Barbara County,Lompoc,US,32.77,-123.02,34.63915,-120.45794,California,California
Trinity County,Weaverville,US,40.77,-123.15,40.73098,-122.94197,California,California
Santa Barbara County,Lompoc,US,28.8,-123.12,34.63915,-120.45794,California,California
,Oak Bay,CA,48.58,-123.32,48.44964,-123.3026,British Columbia,None
Ensenada,Luis Rodriguez (El Vergel),MX,25.58,-123.56,30.40722,-115.88722,Baja California,None
Josephine County,Merlin,US,42.72,-123.77,42.51734,-123.41979,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.09,-123.35,30.40722,-115.88722,Baja California,None
Mason County,Shelton,US,47.25,-123.08,47.21509,-123.10071,Washington,Washington
Humboldt County,Blue Lake,US,40.85,-123.96,40.88291,-123.98395,California,California
Pacific County,South Bend,US,46.55,-123.79,46.66315,-123.80461,Washington,Washington
Santa Barbara County,Lompoc,US,29.05,-123.0,34.63915,-120.45794,California,California
Douglas County,Sutherlin,US,43.47,-123.64,43.39012,-123.31258,Oregon,Oregon
Santa Barbara County,Lompoc,US,30.8,-123.35,34.63915,-120.45794,California,California
San Mateo County,Moss Beach,US,36.89,-123.04,37.52744,-122.51331,California,California
Sunshine Coast Regional District,Sechelt,CA,49.97,-123.75,49.47512,-123.75903,British Columbia,None
Powell River Regional District,Powell River,CA,50.82,-123.9,49.87022,-124.54926,British Columbia,None
Trinity County,Hayfork,US,40.29,-123.21,40.55431,-123.18308,California,California
Sunshine Coast Regional District,Sechelt,CA,49.95,-123.56,49.47512,-123.75903,British Columbia,None
San Mateo County,Moss Beach,US,37.11,-123.58,37.52744,-122.51331,California,California
Grays Harbor County,Hoquiam,US,47.37,-123.96,46.98092,-123.88933,Washington,Washington
Santa Barbara County,Lompoc,US,28.78,-123.02,34.63915,-120.45794,California,California
Sunshine Coast Regional District,Sechelt,CA,49.78,-123.76,49.47512,-123.75903,British Columbia,None
Santa Barbara County,Lompoc,US,31.21,-123.52,34.63915,-120.45794,California,California
Santa Cruz County,Bonny Doon,US,36.32,-123.52,37.04162,-122.15052,California,California
,Sooke,CA,48.52,-123.93,48.37463,-123.72762,British Columbia,None
Ensenada,Luis Rodriguez (El Vergel),MX,25.44,-123.87,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,27.59,-123.39,34.63915,-120.45794,California,California
Marin County,Inverness,US,37.42,-123.74,38.10103,-122.85694,California,California
Santa Barbara County,Lompoc,US,28.05,-123.7,34.63915,-120.45794,California,California
Humboldt County,Willow Creek,US,41.05,-123.69,40.93958,-123.63144,California,California
Santa Barbara County,Lompoc,US,28.95,-123.52,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,34.82,-123.79,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,31.83,-123.64,34.63915,-120.45794,California,California
Sonoma County,Sea Ranch,US,38.3,-123.49,38.71519,-123.45445,California,California
Monterey County,Carmel-by-the-Sea,US,35.12,-123.63,36.55524,-121.92329,California,California
Polk County,Dallas,US,45.0,-123.31,44.91928,-123.31705,Oregon,Oregon
Marin County,Inverness,US,37.48,-123.73,38.10103,-122.85694,California,California
Cowichan Valley Regional District,Ladysmith,CA,49.03,-123.79,48.99016,-123.81699,British Columbia,None
,Ladner,CA,49.05,-123.1,49.08938,-123.08241,British Columbia,None
Ensenada,Luis Rodriguez (El Vergel),MX,25.79,-123.55,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,30.28,-123.49,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,31.66,-123.84,34.63915,-120.45794,California,California
Sunshine Coast Regional District,Sechelt,CA,49.79,-123.82,49.47512,-123.75903,British Columbia,None
,Sooke,CA,48.32,-123.67,48.37463,-123.72762,British Columbia,None
Santa Barbara County,Lompoc,US,29.49,-123.96,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.33,-123.24,30.40722,-115.88722,Baja California,None
Clallam County,Forks,US,47.92,-123.91,47.95036,-124.38549,Washington,Washington
Mendocino County,Covelo,US,40.06,-123.05,39.79327,-123.24922,California,California
Monterey County,Del Monte Forest,US,35.81,-123.13,36.58635,-121.94746,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.09,-123.53,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,29.24,-123.63,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,27.97,-123.17,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,29.21,-123.47,34.63915,-120.45794,California,California
Siskiyou County,Happy Camp,US,41.97,-123.21,41.79275,-123.3808,California,California
Mendocino County,Covelo,US,39.72,-123.24,39.79327,-123.24922,California,California
San Luis Obispo County,Cambria,US,33.72,-123.96,35.56414,-121.08075,California,California
Douglas County,Reedsport,US,43.57,-123.81,43.70234,-124.09678,Oregon,Oregon
Mulege,Bahia Asuncion,MX,24.0,-123.71,27.14231,-114.29582,Baja California Sur,None
Grays Harbor County,Montesano,US,47.38,-123.68,46.98121,-123.60266,Washington,Washington
Ensenada,Luis Rodriguez (El Vergel),MX,26.1,-123.77,30.40722,-115.88722,Baja California,None
Humboldt County,Westhaven-Moonstone,US,41.27,-123.88,41.04489,-124.10239,California,California
Monterey County,Carmel-by-the-Sea,US,35.23,-123.1,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,30.94,-123.51,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,28.26,-123.92,34.63915,-120.45794,California,California
Kitsap County,Seabeck,US,47.58,-123.02,47.63954,-122.82849,Washington,Washington
Santa Barbara County,Lompoc,US,30.96,-123.06,34.63915,-120.45794,California,California
Clatsop County,Astoria,US,46.36,-123.81,46.18788,-123.83125,Oregon,Oregon
Santa Barbara County,Lompoc,US,31.35,-123.4,34.63915,-120.45794,California,California
