Lat,Long,State
-20.34,123.36,None
-16.54,124.85,None
-37.5,135.61,None
-34.51,150.78,None
-27.48,152.36,None
-32.99,153.92,None
-23.95,138.71,None
-25.19,113.85,None
-37.22,134.69,None
-21.07,118.84,None
-22.45,148.35,None
-20.3,147.19,None
-29.72,125.27,None
-17.78,132.85,None
-15.32,121.49,None
-16.84,147.27,None
-27.95,139.79,None
-15.63,145.93,None
-31.15,137.94,None
-13.77,149.38,None
-15.44,146.19,None
-20.94,144.32,None
-28.84,122.32,None
-38.93,120.04,None
-31.39,113.85,None
-11.41,125.83,None
-37.48,123.42,None
-42.25,116.52,None
-26.22,137.21,None
-13.78,133.45,None
-29.81,117.73,None
-20.72,136.37,None
-25.19,128.34,None
-31.22,121.16,None
-41.18,139.87,None
-39.21,136.14,None
-30.57,120.24,None
-27.54,152.29,None
-42.82,150.35,None
-34.6,132.56,None
-40.34,150.29,None
-29.1,146.91,None
-39.78,144.09,None
-33.76,125.58,None
-27.54,124.5,None
-22.27,118.24,None
-19.64,114.45,None
-32.98,140.78,None
-30.62,137.06,None
-31.86,115.54,None
-9.06,144.84,None
-28.47,153.36,None
-32.67,137.41,None
-40.42,126.87,None
-29.6,131.92,South Australia
-41.57,137.68,None
-32.97,114.15,None
-10.31,131.85,None
-17.61,146.46,None
-36.58,129.81,None
-13.2,133.33,Northern Territory
-38.0,129.27,None
-15.0,132.22,Northern Territory
-29.98,141.47,New South Wales
-21.68,138.78,Queensland
-24.45,114.65,Western Australia
-17.81,145.95,Queensland
-12.96,133.88,Northern Territory
-34.33,126.51,None
-32.55,146.55,New South Wales
-38.02,138.73,None
-32.83,141.69,New South Wales
-13.79,130.79,None
-41.63,117.81,None
-24.76,140.81,Queensland
-14.0,136.99,None
-20.0,119.37,Western Australia
-12.29,113.55,None
-19.48,141.92,Queensland
-17.26,144.44,Queensland
-35.53,128.46,None
-30.34,146.45,New South Wales
-22.9,117.37,Western Australia
-29.03,143.51,New South Wales
-41.28,130.87,None
-19.66,149.23,None
-12.04,116.24,None
-26.17,127.32,Western Australia
-37.0,139.1,None
-19.38,127.2,Western Australia
-10.81,131.51,None
-35.67,133.9,None
-21.15,118.38,Western Australia
-38.83,142.19,None
-30.82,133.78,South Australia
-26.9,130.6,South Australia
-17.05,135.0,Northern Territory
-21.96,127.53,Western Australia
-17.82,142.81,Queensland
-35.54,143.6,Victoria
-37.62,130.48,None
-17.68,118.84,None
-25.16,141.97,Queensland
-10.5,133.25,None
-35.19,113.97,None
-40.03,127.98,None
-35.41,114.69,None
-18.6,130.36,Northern Territory
-34.73,153.42,None
-36.27,120.84,None
-11.91,119.49,None
-23.9,145.66,Queensland
-13.0,113.98,None
-27.03,147.82,Queensland
-27.57,123.73,Western Australia
-16.79,143.57,Queensland
-15.91,118.21,None
-29.88,145.42,New South Wales
-16.84,119.01,None
-31.67,116.66,Western Australia
-32.01,146.09,New South Wales
-40.41,139.51,None
-29.41,117.5,Western Australia
-11.08,114.92,None
-26.7,147.02,Queensland
-37.49,135.25,None
-19.7,137.85,Northern Territory
-39.03,149.57,None
-30.91,127.96,None
-31.72,133.63,None
-13.99,145.09,None
-15.71,124.6,None
-11.46,146.99,None
-33.62,122.9,None
-20.59,152.43,None
-39.12,113.52,None
-27.22,148.38,None
-39.71,153.42,None
-24.79,116.05,None
-37.14,136.97,None
-31.81,153.63,None
-12.9,143.88,None
-41.09,130.2,None
-38.55,122.34,None
-40.69,131.63,None
-29.13,130.9,None
-21.85,149.35,None
-11.57,147.18,None
-19.69,115.9,None
-18.67,121.99,None
-16.41,139.51,None
-20.64,149.04,None
-40.59,127.74,None
-11.44,142.44,None
-32.95,140.37,None
-21.45,115.19,None
-38.49,150.87,None
-42.07,153.8,None
-20.46,151.99,None
-18.3,132.17,None
-19.17,127.73,None
-23.15,119.29,None
-39.71,115.02,None
-33.18,142.14,None
-13.46,133.15,None
-41.03,118.62,None
-9.28,137.0,None
-16.78,144.63,None
-30.56,132.6,None
-29.13,143.61,None
-37.64,124.24,None
-23.46,145.49,None
-34.74,122.11,None
-42.2,113.23,None
-18.12,150.27,None
-19.61,130.13,None
-10.63,127.52,None
-20.42,113.33,None
-29.13,151.75,New South Wales
-34.21,121.04,None
-38.95,137.14,None
-37.85,116.59,None
-24.27,127.29,Western Australia
-24.51,123.01,Western Australia
-9.73,120.31,None
-36.29,118.66,None
-23.0,137.25,Northern Territory
-38.15,125.02,None
-26.81,130.29,South Australia
-23.38,153.58,None
-27.95,126.49,Western Australia
-42.92,143.22,None
-22.85,146.13,Queensland
-36.77,135.84,None
-24.41,128.74,Western Australia
-25.67,121.14,Western Australia
-37.64,136.27,None
-31.56,152.9,New South Wales
-19.53,118.01,None
-20.11,125.89,Western Australia
-23.58,130.72,Northern Territory
-26.0,118.85,Western Australia
-39.62,137.88,None
-30.8,139.4,South Australia
-22.17,145.54,Queensland
-25.48,152.34,Queensland
-15.85,142.71,Queensland
-19.49,128.08,Western Australia
-30.59,128.27,Western Australia
-17.95,136.33,Northern Territory
-33.16,139.73,South Australia
-22.23,138.46,Queensland
-11.84,132.16,None
-17.91,125.89,Western Australia
-9.84,122.5,None
-28.61,119.29,Western Australia
-34.69,127.35,None
-13.91,139.12,None
-10.09,132.33,None
-25.79,151.14,Queensland
-38.52,149.44,None
-39.05,132.22,None
-14.65,113.34,None
-15.38,140.48,None
-15.13,144.73,Queensland
-23.53,146.51,Queensland
-42.16,130.31,None
-41.02,130.08,None
-36.06,113.18,None
-23.7,122.12,Western Australia
-18.67,144.21,Queensland
-18.91,130.32,Northern Territory
-42.01,131.35,None
-31.67,149.48,New South Wales
-24.68,145.95,New South Wales
-30.68,118.32,New South Wales
-15.52,124.76,New South Wales
-28.43,133.0,New South Wales
-32.07,149.59,New South Wales
-28.88,116.82,New South Wales
-32.45,129.11,New South Wales
-14.96,128.32,New South Wales
-11.18,139.48,New South Wales
-28.05,143.91,Queensland
-16.67,120.47,None
-13.68,141.39,None
-36.24,121.51,None
-12.7,124.08,None
-12.79,148.13,None
-23.78,129.68,Northern Territory
-22.76,120.85,Western Australia
-26.3,140.86,South Australia
-30.12,140.88,South Australia
-14.56,141.21,None
-11.38,131.0,Northern Territory
-30.95,152.7,New South Wales
-34.76,113.99,None
-11.46,119.01,None
-35.57,126.78,None
-13.81,147.47,None
-20.86,131.65,Northern Territory
-19.89,143.65,Queensland
-16.04,115.53,None
-16.92,127.07,Western Australia
-29.16,121.95,Western Australia
-38.82,142.66,None
-20.8,141.0,Queensland
-22.89,131.81,Northern Territory
-37.3,143.68,Victoria
-35.74,114.97,None
-23.31,114.24,Western Australia
-37.21,152.23,None
-33.62,140.07,South Australia
-18.18,113.28,None
-29.13,149.43,New South Wales
-32.84,140.43,South Australia
-30.61,126.71,Western Australia
-26.95,134.34,South Australia
-29.69,118.42,Western Australia
-26.31,138.09,South Australia
-32.0,117.03,Western Australia
-42.05,141.84,None
-22.97,113.27,None
-41.0,146.09,Tasmania
-18.13,131.06,Northern Territory
-22.48,132.0,Northern Territory
-37.24,144.37,Victoria
-17.47,125.95,Western Australia
-15.41,141.98,Queensland
-30.81,120.75,Western Australia
-18.57,114.99,None
-13.24,146.73,None
-13.71,130.0,Northern Territory
-17.19,142.72,Queensland
-14.8,126.05,Western Australia
-26.05,133.9,South Australia
-39.42,140.99,None
-30.78,137.54,None
-17.39,127.73,None
-19.23,151.45,None
-28.44,141.71,None
-20.93,133.61,None
-15.06,120.64,None
-29.78,152.0,New South Wales
-30.02,131.66,South Australia
-29.68,147.59,New South Wales
-37.54,132.86,None
-9.41,137.97,None
-39.92,139.39,None
-12.27,146.27,None
-21.48,113.25,None
-21.54,142.06,Queensland
-9.0,149.05,None
-15.79,120.63,None
-10.66,113.47,None
-13.99,141.61,Queensland
-29.87,115.07,Western Australia
-19.47,119.05,None
-17.03,135.67,Northern Territory
-39.14,122.68,None
-18.92,123.81,Western Australia
-26.56,139.11,South Australia
-33.32,136.36,South Australia
-26.09,113.12,Western Australia
-33.89,146.47,New South Wales
-29.87,129.3,South Australia
-21.45,151.61,None
-10.52,115.52,None
-30.51,114.47,None
-21.9,138.53,Queensland
-24.09,141.05,Queensland
-39.24,120.1,None
-26.57,122.61,Western Australia
-35.55,139.33,South Australia
-42.86,142.11,None
-42.62,115.18,None
-30.51,124.4,Western Australia
-27.76,131.85,South Australia
-22.42,147.01,Queensland
-32.92,115.18,None
-19.51,126.63,Western Australia
-15.29,124.61,None
-21.59,135.97,Northern Territory
-41.42,148.34,Tasmania
-20.55,123.96,Western Australia
-12.55,124.65,None
-10.04,141.07,None
-41.78,134.17,None
-9.6,131.27,None
-11.26,128.82,None
-28.04,117.13,Western Australia
-29.94,119.25,Western Australia
-14.07,123.37,None
-14.62,148.51,None
-21.1,137.46,Northern Territory
-27.09,140.13,South Australia
-12.33,150.39,None
-18.84,143.25,Queensland
-26.28,148.01,Queensland
-17.84,148.75,None
-31.55,125.02,None
-34.9,139.66,None
-25.77,113.33,None
-37.14,145.65,None
-39.65,136.71,None
-29.13,125.39,Western Australia
-41.72,143.27,None
-41.47,139.63,None
-14.79,136.66,None
-21.38,151.94,None
-23.72,116.41,None
-25.81,136.19,None
-22.34,137.32,None
-14.22,146.12,None
-24.9,138.48,None
-12.63,126.04,None
-20.55,138.05,None
-17.36,120.49,None
-37.86,140.02,None
-25.8,115.41,None
-34.18,153.1,None
-18.07,140.05,None
-29.25,137.59,None
-25.42,118.28,None
-28.89,129.42,None
-36.44,138.71,None
-21.58,141.34,None
-18.89,147.85,None
-27.05,131.59,None
-26.16,132.85,None
-18.86,148.17,None
-36.84,117.13,None
-24.62,126.0,None
-16.22,145.81,None
-15.1,118.0,None
-39.46,139.06,None
-18.25,123.65,None
-31.73,121.24,None
-29.17,116.39,None
-40.55,125.82,None
-13.39,131.43,Northern Territory
-27.61,123.88,Western Australia
-40.18,138.0,None
-16.71,146.99,None
-40.89,117.72,None
-29.81,133.21,South Australia
-19.9,118.34,None
-15.46,113.16,None
-18.35,147.26,None
-16.87,123.89,Western Australia
-12.03,149.42,None
-33.28,135.67,South Australia
-39.56,144.63,None
-23.66,123.79,Western Australia
-29.69,118.15,Western Australia
-30.76,125.85,Western Australia
-29.15,129.15,South Australia
-22.17,131.04,Northern Territory
-31.38,151.44,New South Wales
-22.73,129.79,Northern Territory
-10.39,133.53,None
-25.89,149.34,Queensland
-35.15,133.89,None
-15.26,119.67,None
-13.59,118.54,None
-36.04,139.36,None
-36.6,139.26,None
-35.1,114.69,None
-17.66,131.72,Northern Territory
-17.03,131.65,Northern Territory
-27.36,120.89,Western Australia
-10.51,126.71,None
-24.62,141.39,Queensland
-19.81,134.65,Northern Territory
-14.28,139.53,None
-30.8,142.81,New South Wales
-24.78,147.85,Queensland
-10.37,117.2,None
-11.33,131.6,None
-29.73,140.97,South Australia
-21.45,113.17,None
-22.85,135.4,Northern Territory
-30.53,115.69,Western Australia
-15.6,149.65,None
-25.83,119.1,Western Australia
-23.08,152.93,None
-22.81,124.68,Western Australia
-32.5,142.05,New South Wales
-18.84,123.63,Western Australia
-35.75,144.51,New South Wales
-29.71,131.47,South Australia
-41.81,118.74,None
-36.85,137.36,None
-25.84,142.88,Queensland
-34.14,140.38,South Australia
-27.38,137.36,South Australia
-28.28,118.59,Western Australia
-16.66,131.68,Northern Territory
-32.35,140.62,South Australia
-36.98,122.69,None
-21.94,125.23,Western Australia
-31.44,138.61,South Australia
-35.1,119.29,None
-21.6,135.42,Northern Territory
-37.45,148.76,Victoria
-33.15,140.76,South Australia
-32.78,131.98,None
-18.81,150.79,None
-41.76,138.38,None
-10.26,148.42,None
-13.44,132.02,Northern Territory
-25.37,151.6,Queensland
-17.84,153.03,None
-31.47,137.69,South Australia
-19.59,118.43,None
-26.88,135.05,South Australia
-28.72,126.36,Western Australia
-33.48,139.04,South Australia
-35.37,114.66,None
-24.34,140.93,Queensland
-42.81,118.52,None
-17.28,119.14,None
-30.12,152.37,New South Wales
-11.63,124.05,None
-40.64,148.27,None
-33.78,122.16,Western Australia
-13.59,123.98,None
-33.64,120.61,Western Australia
-33.08,143.1,New South Wales
-11.73,150.07,None
-40.94,137.02,None
-21.64,126.99,None
-11.86,137.03,None
-22.38,122.53,None
-27.07,147.74,Queensland
-34.11,153.04,None
-16.45,136.93,Northern Territory
-15.92,127.54,Western Australia
-30.28,144.92,New South Wales
-18.23,131.41,Northern Territory
-33.51,132.02,None
-33.38,115.19,None
-29.25,136.64,South Australia
-38.38,114.89,None
-31.8,148.7,New South Wales
-42.08,122.41,None
-31.49,115.29,None
-39.0,129.01,None
-29.02,145.6,New South Wales
-19.19,131.63,Northern Territory
-9.13,121.73,None
-33.14,132.41,None
-25.36,141.48,Queensland
-12.11,118.16,None
-9.51,145.76,None
-22.01,143.53,Queensland
-25.7,142.0,Queensland
-33.44,150.93,New South Wales
-19.67,147.59,Queensland
-10.39,118.83,None
-9.62,118.19,None
-39.43,124.25,None
-27.76,152.19,Queensland
-12.74,138.59,None
-31.67,142.5,New South Wales
-24.11,141.77,Queensland
-39.98,128.7,None
-9.38,116.23,None
-38.35,153.35,None
-26.76,114.14,Western Australia
-12.68,149.32,None
-25.15,124.49,Western Australia
-16.23,145.11,Queensland
-31.58,146.02,New South Wales
-13.14,121.72,None
-24.68,148.46,Queensland
-23.28,124.05,Western Australia
-40.78,124.78,None
-31.88,146.84,New South Wales
-21.68,143.76,Queensland
-37.99,113.75,None
-32.53,140.03,South Australia
-38.96,148.14,None
-22.07,142.2,Queensland
-30.08,118.09,Western Australia
-24.29,123.89,Western Australia
-40.25,119.91,None
-18.03,126.84,Western Australia
-28.43,148.14,Queensland
-34.56,120.28,None
-29.39,114.88,Western Australia
-40.8,137.12,None
-18.43,132.92,Northern Territory
-32.91,115.82,Western Australia
-17.91,127.56,Western Australia
-28.95,118.71,Western Australia
-12.63,141.32,None
-12.9,136.23,Northern Territory
-20.1,148.05,Queensland
-33.21,117.18,Western Australia
-40.86,148.8,None
-31.94,146.97,New South Wales
-29.38,118.1,Western Australia
-12.76,126.38,None
-9.76,151.66,None
-10.09,124.99,None
-41.34,124.22,None
-35.98,144.8,None
-20.67,130.17,None
-22.95,127.54,None
-25.12,133.32,None
-12.6,126.78,None
-26.29,130.83,None
-34.1,142.57,None
-27.44,124.09,None
-25.08,113.96,None
-29.26,120.69,None
-11.58,120.2,None
-33.22,153.76,None
-15.58,149.05,None
-30.69,126.29,None
-19.26,123.36,None
-23.13,120.26,None
-38.12,135.01,None
-35.93,129.37,None
-34.34,117.47,None
-13.38,123.78,None
-13.29,141.71,None
-21.69,148.13,None
-30.04,153.37,None
-29.11,143.34,None
-25.9,140.84,None
-31.46,114.92,None
-18.48,147.61,None
-24.82,148.57,Queensland
-42.14,127.59,None
-35.55,131.9,None
-26.7,153.13,Queensland
-13.27,113.21,Queensland
-19.1,132.04,Queensland
-22.56,119.12,Queensland
-19.19,117.47,None
-38.22,140.04,None
-26.66,118.64,Western Australia
-10.74,151.16,None
-36.22,122.0,None
-28.6,124.7,Western Australia
-33.1,131.54,None
-29.07,134.84,South Australia
-39.27,115.67,None
-33.6,147.15,New South Wales
-41.17,124.01,None
-42.98,122.41,None
-23.87,114.51,Western Australia
-18.48,152.75,None
-21.35,130.88,Northern Territory
-38.65,121.11,None
-16.34,126.9,Western Australia
-36.54,129.78,None
-37.99,122.25,None
-16.31,117.0,None
-42.47,115.94,None
-13.22,147.39,None
-38.53,130.95,None
-27.86,127.45,Western Australia
-26.73,133.02,South Australia
-11.87,116.61,None
-15.67,130.34,Northern Territory
-19.51,145.29,Queensland
-20.67,126.99,Western Australia
-11.92,123.59,None
-19.0,131.21,Northern Territory
-14.26,119.8,None
-23.78,144.18,Queensland
-16.09,140.73,None
-37.83,132.73,None
-42.01,151.5,None
-11.12,125.06,None
-16.92,149.68,None
-15.48,148.61,None
-42.27,113.46,None
-23.03,139.46,Queensland
-19.21,117.13,None
-22.7,139.19,Queensland
-22.0,135.02,Northern Territory
-10.71,125.98,None
-13.78,153.77,None
-32.67,117.89,Western Australia
-21.49,121.41,Western Australia
-40.85,150.39,None
-18.6,135.67,Northern Territory
-21.92,123.13,Western Australia
-30.87,119.15,Western Australia
-16.08,142.7,Queensland
-42.71,119.55,None
-35.87,138.12,South Australia
-19.78,151.04,None
-33.27,152.43,None
-11.92,124.48,None
-26.38,118.74,Western Australia
-28.03,142.26,Queensland
-17.59,121.37,None
-32.0,123.91,Western Australia
-27.82,135.53,South Australia
-18.81,116.54,None
-34.41,146.51,New South Wales
-16.02,143.66,Queensland
-26.19,133.16,South Australia
-41.29,130.65,None
-14.89,123.39,None
-30.39,138.2,South Australia
-24.67,137.4,Northern Territory
-30.13,137.36,South Australia
-22.22,125.23,Western Australia
-23.04,148.16,Queensland
-11.24,132.84,None
-40.41,132.2,None
-15.07,121.88,None
-13.01,120.37,None
-17.12,146.41,None
-24.53,153.53,None
-39.42,118.09,None
-36.37,113.48,None
-22.67,125.04,Western Australia
-42.38,150.1,None
-12.57,138.74,None
-12.21,132.34,Northern Territory
-26.02,147.13,Queensland
-16.43,139.38,None
-34.05,131.26,None
-10.52,144.05,None
-23.27,126.87,Western Australia
-24.64,124.17,Western Australia
-41.08,131.58,None
-26.2,133.06,South Australia
-36.93,121.31,None
-20.45,119.05,Western Australia
-27.44,134.86,South Australia
-34.39,119.42,Western Australia
-39.35,134.36,None
-28.21,132.0,South Australia
-35.8,151.61,None
-22.46,146.51,Queensland
-38.87,133.83,None
-28.67,121.64,Western Australia
-31.42,146.19,New South Wales
-10.86,146.09,None
-12.18,129.32,None
-21.66,143.46,Queensland
-21.0,146.3,Queensland
-19.89,131.18,Northern Territory
-42.12,145.69,Tasmania
-18.2,127.92,Western Australia
-18.5,146.27,Queensland
-20.06,135.87,Northern Territory
-28.01,121.2,Western Australia
-42.94,115.99,None
-29.15,126.76,Western Australia
-32.39,148.65,New South Wales
-21.27,113.91,None
-18.71,125.81,Western Australia
-15.83,134.77,Northern Territory
-10.1,125.06,None
-20.02,139.52,Queensland
-38.0,147.0,Victoria
-41.75,134.48,None
-29.97,129.85,South Australia
-41.04,121.59,None
-9.34,129.09,None
-29.75,131.15,South Australia
-15.25,150.93,None
-38.32,128.53,None
-17.62,144.87,Queensland
-14.65,132.62,Northern Territory
-36.63,115.43,None
-40.95,118.81,None
-41.49,144.76,Tasmania
-34.43,123.39,None
-37.63,149.86,Victoria
-31.75,125.39,Western Australia
-24.02,145.06,Queensland
-21.63,127.69,Western Australia
-30.48,126.55,Western Australia
-13.61,120.11,None
-29.3,148.7,New South Wales
-30.11,134.3,South Australia
-32.13,152.94,None
-26.22,121.63,Western Australia
-36.78,136.17,None
-16.81,115.33,None
-14.91,119.81,None
-13.87,119.56,None
-42.83,144.59,None
-13.31,130.31,Northern Territory
-26.88,113.22,None
-16.82,119.0,None
-14.24,132.53,Northern Territory
-11.34,152.38,None
-14.23,129.73,Northern Territory
-13.5,116.84,None
-26.94,151.09,Queensland
-40.3,152.2,None
-24.0,139.33,Queensland
-30.76,113.21,None
-25.96,123.12,Western Australia
-25.68,147.38,Queensland
-18.0,142.46,Queensland
-36.27,128.55,None
-14.42,141.49,None
-37.41,150.0,New South Wales
-21.72,151.95,None
-42.74,116.0,None
-18.72,127.61,Western Australia
-18.2,142.7,Queensland
-9.42,128.97,None
-19.24,146.92,Queensland
-42.7,128.47,None
-19.64,131.83,Northern Territory
-16.98,119.14,None
-10.56,141.54,None
-24.29,115.66,Western Australia
-13.57,145.58,None
-39.71,135.52,None
-42.87,123.64,None
-15.6,152.97,None
-16.46,129.11,Northern Territory
-30.67,131.59,South Australia
-31.68,124.52,Western Australia
-9.0,120.42,None
-9.63,144.84,None
-11.64,121.36,None
-13.03,146.37,None
-16.37,128.66,Western Australia
-16.41,144.18,Queensland
-9.88,138.3,None
-35.06,141.04,Victoria
-31.9,152.87,None
-35.28,135.13,None
-36.55,147.72,Victoria
-10.62,118.12,None
-21.52,131.28,Northern Territory
-17.61,151.34,None
-41.93,140.19,None
-34.6,147.42,New South Wales
-36.49,126.6,None
-15.97,134.33,Northern Territory
-34.1,139.05,South Australia
-40.12,144.69,Tasmania
-25.14,141.11,Queensland
-19.62,149.95,None
-17.06,120.84,None
-35.21,128.8,None
-40.83,124.09,None
-12.82,122.41,None
-26.26,118.92,Western Australia
-24.36,137.63,Northern Territory
-41.52,134.3,None
-31.94,126.35,Western Australia
-22.73,143.05,Queensland
-27.55,117.56,Western Australia
-39.13,119.96,None
-14.83,128.31,None
-33.75,138.75,South Australia
-30.16,142.32,New South Wales
-26.23,136.54,South Australia
-31.88,133.94,South Australia
-30.9,127.56,Western Australia
-16.12,122.29,None
-41.78,114.7,None
-34.03,143.15,New South Wales
-23.74,146.83,Queensland
-40.37,139.06,None
-34.63,131.66,None
-13.32,145.86,None
-27.02,140.9,South Australia
-33.4,141.21,New South Wales
-39.6,136.6,None
-12.76,137.38,None
-35.67,127.95,None
-12.58,133.95,Northern Territory
-13.87,140.62,Northern Territory
-30.4,139.65,Northern Territory
-35.37,123.65,Northern Territory
-20.21,129.98,Northern Territory
-27.14,142.22,Northern Territory
-34.26,141.37,Northern Territory
-11.37,134.23,Northern Territory
-22.48,114.97,Northern Territory
-17.83,153.84,Northern Territory
-37.19,128.24,Northern Territory
-9.86,135.41,Northern Territory
-41.06,135.91,Northern Territory
-28.89,130.78,Northern Territory
-19.21,127.78,Northern Territory
-13.8,153.98,Northern Territory
-40.9,125.87,Northern Territory
-37.75,141.15,Northern Territory
-23.53,116.19,Northern Territory
-32.7,132.95,Northern Territory
-29.22,146.35,Northern Territory
-23.43,129.6,Northern Territory
-22.15,153.94,Northern Territory
-9.81,140.71,Northern Territory
-41.84,153.96,Northern Territory
-24.32,120.91,Northern Territory
-24.05,121.47,Northern Territory
-19.97,137.56,Northern Territory
-13.78,136.13,Northern Territory
-34.25,139.24,Northern Territory
-37.51,113.04,Northern Territory
-31.37,126.69,Northern Territory
-25.89,132.8,Northern Territory
-29.27,123.03,Northern Territory
-21.99,143.44,Northern Territory
-30.26,123.19,Northern Territory
-27.15,119.05,Northern Territory
-10.88,144.67,Northern Territory
-10.7,115.32,Northern Territory
-21.26,152.36,Northern Territory
-18.91,129.43,Northern Territory
-37.77,136.01,Northern Territory
-42.84,147.1,Northern Territory
-28.77,140.04,Northern Territory
-25.66,116.14,Northern Territory
-22.94,146.46,Northern Territory
-17.86,142.63,Northern Territory
-39.28,144.43,Northern Territory
-19.96,148.04,Northern Territory
-33.15,134.09,Northern Territory
-28.84,134.25,Northern Territory
-22.77,135.0,Northern Territory
-42.49,116.32,Northern Territory
-36.43,142.95,Northern Territory
-24.52,127.89,Northern Territory
-19.45,124.96,Northern Territory
-26.98,119.0,Northern Territory
-24.95,124.84,Northern Territory
-28.39,132.72,Northern Territory
-10.68,126.48,Northern Territory
-36.05,119.3,Northern Territory
-36.33,119.08,Northern Territory
-37.56,140.58,Northern Territory
-39.46,131.55,Northern Territory
-23.59,125.38,Northern Territory
-11.2,153.81,Northern Territory
-20.4,120.15,Northern Territory
-25.45,151.61,Northern Territory
-9.35,121.61,Northern Territory
-36.07,131.69,Northern Territory
-36.0,146.5,Northern Territory
-26.88,126.79,Northern Territory
-33.35,119.43,Northern Territory
-20.41,152.27,Northern Territory
-25.65,120.45,Northern Territory
-36.32,116.75,Northern Territory
-39.75,124.48,None
-20.75,146.67,Queensland
-18.48,125.55,Queensland
-40.69,151.9,Queensland
-20.75,142.58,Queensland
-17.68,117.91,Queensland
-31.86,120.32,Queensland
-35.04,135.77,Queensland
-14.95,117.9,Queensland
-15.12,140.71,Queensland
-26.78,148.64,Queensland
-37.71,114.87,Queensland
-35.24,121.67,Queensland
-13.14,138.0,Queensland
-26.54,131.57,Queensland
-13.06,127.49,Queensland
-16.57,119.3,Queensland
-40.97,139.66,Queensland
-27.85,152.47,Queensland
-10.55,122.15,Queensland
-17.37,127.43,Queensland
-11.91,116.16,Queensland
-39.54,135.45,Queensland
-25.44,140.17,Queensland
-23.17,144.03,Queensland
-29.61,120.92,Queensland
-25.22,120.87,Queensland
-11.82,145.38,Queensland
-18.27,133.32,Queensland
-33.97,140.13,Queensland
-25.89,139.25,Queensland
-20.84,150.98,Queensland
-21.61,143.6,Queensland
-20.56,133.69,Queensland
-31.3,123.28,Queensland
-9.68,124.87,Queensland
-20.09,148.95,Queensland
-26.26,123.12,Queensland
-24.75,119.02,Queensland
-34.25,139.34,Queensland
-36.4,146.44,Queensland
-22.29,132.73,Queensland
-28.82,118.89,Queensland
-32.5,135.2,Queensland
-30.14,151.39,Queensland
-39.32,119.14,Queensland
-26.25,131.63,Queensland
-14.45,122.17,Queensland
-14.06,148.28,None
-11.81,129.16,None
-28.92,138.81,None
-35.58,117.46,None
-33.7,139.33,None
-13.41,117.71,None
-33.59,136.15,None
-35.76,132.08,None
-36.5,116.44,None
-18.79,153.84,None
-35.02,145.38,None
-42.92,127.42,None
-39.46,118.3,None
-38.0,116.91,None
-31.44,113.21,None
-25.63,140.49,None
-16.41,150.59,None
-24.4,135.21,Northern Territory
-10.36,153.98,None
-29.56,148.64,None
-19.82,143.73,Queensland
-27.8,133.98,South Australia
-15.34,114.89,None
-27.3,119.21,Western Australia
-40.27,114.38,None
-28.89,113.96,None
-32.11,138.01,South Australia
-33.76,140.41,South Australia
-32.49,152.39,New South Wales
-35.35,151.62,None
-39.92,135.62,None
-18.57,135.46,Northern Territory
-27.03,145.31,Queensland
-39.0,136.71,None
-20.06,123.55,Western Australia
-23.41,153.97,None
-23.85,127.06,Western Australia
-34.2,147.67,New South Wales
-34.31,147.04,None
-11.95,149.36,None
-13.87,123.01,None
-18.78,119.02,None
-27.95,123.99,Western Australia
-29.28,130.31,South Australia
-25.48,123.24,Western Australia
-33.02,152.92,None
-30.83,145.91,New South Wales
-31.87,116.03,Western Australia
-35.61,121.69,None
-32.09,146.0,New South Wales
-19.98,143.97,Queensland
-21.83,130.37,Northern Territory
-41.28,138.67,None
-20.99,142.97,Queensland
-28.91,123.89,Western Australia
-21.19,140.91,Queensland
-21.0,134.45,Northern Territory
-29.12,147.28,New South Wales
-39.0,144.13,None
-15.86,120.45,None
-12.62,127.95,None
-33.95,127.91,None
-17.66,138.12,Queensland
-28.84,117.98,Western Australia
-33.68,142.07,New South Wales
-19.72,141.59,Queensland
-37.83,134.42,None
-16.74,150.62,None
-38.5,142.26,None
-42.72,134.39,None
-17.33,131.59,Northern Territory
-41.38,148.04,Tasmania
-11.37,135.04,None
-42.11,151.47,None
-17.42,142.32,Queensland
-26.42,123.26,Western Australia
-9.59,153.96,None
-20.17,146.6,Queensland
-27.73,147.83,Queensland
-12.57,148.33,None
-25.21,136.14,Northern Territory
-21.41,138.4,Queensland
-43.0,147.22,Tasmania
-28.22,115.11,Western Australia
-32.08,113.05,None
-19.4,136.38,Northern Territory
-37.36,144.26,Victoria
-36.81,144.54,Victoria
-30.21,131.75,South Australia
-25.51,115.55,Western Australia
-30.37,114.21,None
-29.06,115.29,Western Australia
-33.66,147.92,New South Wales
-19.71,130.26,Northern Territory
-9.15,125.53,None
-31.42,153.69,None
-9.9,133.51,None
-20.23,118.0,None
-11.36,144.86,None
-23.62,132.25,Northern Territory
-39.99,121.85,None
-17.25,133.04,Northern Territory
-14.19,131.05,Northern Territory
-30.18,153.81,None
-21.85,119.0,Western Australia
-10.95,149.61,None
-27.04,125.63,Western Australia
-30.2,123.06,Western Australia
-10.3,148.68,None
-31.32,122.09,None
-17.55,145.2,None
-11.73,144.75,None
-29.0,149.77,New South Wales
-25.57,113.95,None
-13.54,129.63,None
-39.4,136.23,None
-29.02,127.12,Western Australia
-10.26,122.94,None
-18.87,145.85,Queensland
-36.29,127.67,None
